               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 170,            0.040175,            0.036064,                   0,             0.77349,             0.60762,             0.69422,             0.41604,             0.04128,            0.016608,                   0,          0.00044793,          0.00044793,          0.00044793
                 171,            0.040214,             0.03604,                   0,             0.78214,             0.60605,             0.69869,             0.41928,            0.041202,            0.016499,                   0,          0.00044467,          0.00044467,          0.00044467
                 172,            0.040163,            0.035248,                   0,             0.75898,             0.62155,             0.69826,             0.41769,            0.041203,             0.01657,                   0,           0.0004414,           0.0004414,           0.0004414
                 173,            0.039494,             0.03471,                   0,             0.76996,             0.60894,             0.69479,             0.41651,            0.041271,            0.016581,                   0,          0.00043813,          0.00043813,          0.00043813
                 174,            0.039876,            0.036773,                   0,             0.76849,             0.60787,             0.69496,             0.41734,            0.041228,            0.016633,                   0,          0.00043487,          0.00043487,          0.00043487
                 175,            0.040125,            0.036317,                   0,             0.76961,             0.60895,             0.69498,             0.41602,            0.041208,            0.016656,                   0,           0.0004316,           0.0004316,           0.0004316
                 176,            0.040232,            0.036313,                   0,             0.77389,              0.6062,             0.69536,             0.41631,            0.041234,            0.016713,                   0,          0.00042833,          0.00042833,          0.00042833
                 177,            0.039683,            0.035181,                   0,             0.76229,             0.61317,             0.69352,              0.4154,            0.041204,            0.016746,                   0,          0.00042507,          0.00042507,          0.00042507
                 178,             0.03985,            0.035513,                   0,             0.77189,             0.60824,             0.69523,             0.41537,            0.041292,            0.016736,                   0,           0.0004218,           0.0004218,           0.0004218
                 179,            0.040068,            0.035124,                   0,             0.73941,             0.62632,              0.6939,             0.41514,              0.0412,            0.016749,                   0,          0.00041853,          0.00041853,          0.00041853
                 180,            0.040242,            0.035544,                   0,             0.75303,             0.61485,             0.69249,             0.41517,            0.041212,            0.016768,                   0,          0.00041527,          0.00041527,          0.00041527
                 181,            0.039878,            0.034217,                   0,             0.77176,             0.60142,             0.69118,             0.41355,            0.041236,            0.016807,                   0,            0.000412,            0.000412,            0.000412
                 182,            0.039765,            0.035972,                   0,             0.74594,             0.61914,             0.69255,              0.4148,            0.041274,            0.016787,                   0,          0.00040873,          0.00040873,          0.00040873
                 183,             0.03959,             0.03629,                   0,              0.7185,              0.6335,             0.69056,              0.4135,            0.041245,            0.016848,                   0,          0.00040547,          0.00040547,          0.00040547
                 184,            0.039469,            0.034733,                   0,             0.77991,             0.59815,             0.69168,             0.41351,            0.041243,            0.016886,                   0,           0.0004022,           0.0004022,           0.0004022
                 185,            0.039827,            0.035524,                   0,              0.7593,             0.61491,             0.69081,             0.41393,            0.041288,            0.016879,                   0,          0.00039893,          0.00039893,          0.00039893
                 186,            0.039915,            0.034789,                   0,             0.73779,             0.62519,             0.69093,             0.41352,            0.041228,            0.016838,                   0,          0.00039567,          0.00039567,          0.00039567
                 187,            0.039126,             0.03481,                   0,             0.76008,             0.61105,             0.69073,             0.41402,            0.041213,            0.016809,                   0,           0.0003924,           0.0003924,           0.0003924
                 188,            0.039851,            0.034605,                   0,             0.76107,             0.61069,             0.69025,             0.41461,            0.041234,            0.016851,                   0,          0.00038913,          0.00038913,          0.00038913
                 189,            0.039478,            0.035824,                   0,              0.7453,              0.6212,             0.69094,             0.41464,            0.041217,            0.016801,                   0,          0.00038587,          0.00038587,          0.00038587
                 190,            0.039954,            0.035405,                   0,             0.75847,             0.60987,             0.69089,             0.41438,            0.041163,            0.016816,                   0,           0.0003826,           0.0003826,           0.0003826
                 191,            0.039807,            0.035088,                   0,             0.75211,             0.61241,             0.68953,             0.41457,            0.041194,            0.016839,                   0,          0.00037933,          0.00037933,          0.00037933
                 192,            0.039293,             0.03499,                   0,             0.75505,             0.61696,             0.69151,             0.41467,            0.041254,            0.016862,                   0,          0.00037607,          0.00037607,          0.00037607
                 193,            0.039822,            0.036747,                   0,             0.75082,             0.61223,             0.68901,             0.41423,            0.041155,            0.016894,                   0,           0.0003728,           0.0003728,           0.0003728
                 194,            0.039224,            0.034712,                   0,             0.76219,             0.60941,             0.69092,             0.41468,            0.041224,            0.016849,                   0,          0.00036953,          0.00036953,          0.00036953
                 195,             0.03945,            0.034906,                   0,             0.76767,             0.60837,             0.69128,             0.41488,            0.041209,            0.016814,                   0,          0.00036627,          0.00036627,          0.00036627
                 196,            0.039665,            0.035799,                   0,             0.75543,             0.61796,             0.69404,             0.41596,            0.041228,            0.016689,                   0,            0.000363,            0.000363,            0.000363
                 197,            0.039744,            0.035704,                   0,              0.7493,             0.62305,              0.6954,             0.41782,            0.041198,            0.016708,                   0,          0.00035973,          0.00035973,          0.00035973
                 198,            0.039556,            0.036129,                   0,             0.75537,             0.61314,             0.69213,             0.41672,            0.041158,            0.016712,                   0,          0.00035647,          0.00035647,          0.00035647
                 199,            0.039452,            0.033823,                   0,             0.75369,             0.61789,              0.6944,             0.41677,            0.041143,             0.01672,                   0,           0.0003532,           0.0003532,           0.0003532
                 200,            0.039547,            0.035817,                   0,             0.77584,              0.6036,             0.69362,             0.41765,            0.041227,            0.016691,                   0,          0.00034993,          0.00034993,          0.00034993
                 201,            0.039558,            0.035177,                   0,             0.75155,             0.62032,             0.69477,             0.41707,             0.04123,             0.01666,                   0,          0.00034667,          0.00034667,          0.00034667
                 202,            0.039603,            0.033499,                   0,             0.74945,             0.62465,             0.69615,             0.41806,            0.041241,             0.01662,                   0,           0.0003434,           0.0003434,           0.0003434
                 203,            0.038989,            0.034453,                   0,             0.75439,             0.62076,             0.69552,             0.41741,            0.041223,            0.016674,                   0,          0.00034013,          0.00034013,          0.00034013
                 204,            0.038931,            0.033652,                   0,             0.75307,             0.62108,             0.69666,             0.41835,            0.041218,            0.016623,                   0,          0.00033687,          0.00033687,          0.00033687
                 205,             0.03951,            0.035067,                   0,             0.75258,             0.62268,             0.69577,             0.41732,             0.04127,            0.016582,                   0,           0.0003336,           0.0003336,           0.0003336
                 206,            0.039391,            0.034891,                   0,             0.77413,             0.61232,             0.69687,             0.41852,            0.041313,            0.016542,                   0,          0.00033033,          0.00033033,          0.00033033
                 207,            0.039293,             0.03466,                   0,             0.75699,              0.6239,             0.69497,             0.41841,            0.041349,            0.016581,                   0,          0.00032707,          0.00032707,          0.00032707
                 208,            0.038825,            0.033632,                   0,             0.76642,             0.61693,             0.69923,             0.41831,            0.041389,            0.016564,                   0,           0.0003238,           0.0003238,           0.0003238
                 209,            0.039328,            0.035133,                   0,             0.76507,             0.61319,             0.69648,             0.41783,             0.04135,            0.016566,                   0,          0.00032053,          0.00032053,          0.00032053
                 210,            0.039349,            0.034842,                   0,               0.762,             0.61987,              0.6969,             0.41709,            0.041403,            0.016585,                   0,          0.00031727,          0.00031727,          0.00031727
                 211,            0.038823,             0.03435,                   0,              0.7625,             0.61759,             0.69762,             0.41774,            0.041327,            0.016562,                   0,            0.000314,            0.000314,            0.000314
                 212,             0.03912,            0.033455,                   0,             0.75467,             0.62282,             0.69762,             0.41915,            0.041249,            0.016567,                   0,          0.00031073,          0.00031073,          0.00031073
                 213,            0.039422,            0.033788,                   0,             0.75573,             0.62132,             0.69666,             0.41818,            0.041381,            0.016559,                   0,          0.00030747,          0.00030747,          0.00030747
                 214,            0.038935,            0.034566,                   0,             0.77188,             0.61205,             0.69701,             0.41815,            0.041385,            0.016543,                   0,           0.0003042,           0.0003042,           0.0003042
                 215,            0.039017,             0.03415,                   0,             0.76137,             0.62259,              0.6967,             0.41882,            0.041277,            0.016554,                   0,          0.00030093,          0.00030093,          0.00030093
                 216,             0.03933,            0.034216,                   0,             0.75823,             0.62523,             0.69922,              0.4185,            0.041379,            0.016463,                   0,          0.00029767,          0.00029767,          0.00029767
                 217,            0.038741,            0.034563,                   0,             0.76101,             0.62014,             0.69885,             0.41896,            0.041399,            0.016516,                   0,           0.0002944,           0.0002944,           0.0002944
                 218,            0.038605,            0.034131,                   0,             0.75675,             0.62423,             0.69891,             0.42056,            0.041325,            0.016453,                   0,          0.00029113,          0.00029113,          0.00029113
                 219,            0.039131,            0.034625,                   0,             0.75065,             0.63224,             0.69901,             0.42011,            0.041331,             0.01645,                   0,          0.00028787,          0.00028787,          0.00028787
                 220,            0.038871,            0.034743,                   0,             0.79222,             0.59945,             0.69932,             0.42035,            0.041306,             0.01646,                   0,           0.0002846,           0.0002846,           0.0002846
                 221,            0.039342,            0.034534,                   0,             0.76302,              0.6168,             0.69618,             0.41918,            0.041451,            0.016533,                   0,          0.00028133,          0.00028133,          0.00028133
                 222,            0.038788,             0.03357,                   0,             0.74666,             0.63295,             0.69843,             0.41926,            0.041453,            0.016504,                   0,          0.00027807,          0.00027807,          0.00027807
                 223,            0.038536,            0.033824,                   0,             0.76783,             0.61578,             0.69693,             0.41931,            0.041395,            0.016542,                   0,           0.0002748,           0.0002748,           0.0002748
                 224,            0.039247,            0.034728,                   0,              0.7566,             0.62623,             0.69667,             0.41871,            0.041421,            0.016574,                   0,          0.00027153,          0.00027153,          0.00027153
                 225,            0.038726,            0.033582,                   0,             0.75181,             0.62595,             0.69621,             0.41805,            0.041394,            0.016524,                   0,          0.00026827,          0.00026827,          0.00026827
                 226,            0.039112,            0.033447,                   0,             0.77086,             0.61659,             0.69645,             0.41876,            0.041382,            0.016547,                   0,            0.000265,            0.000265,            0.000265
                 227,            0.038552,            0.033884,                   0,             0.77597,             0.61221,             0.69636,              0.4177,            0.041426,            0.016561,                   0,          0.00026173,          0.00026173,          0.00026173
                 228,            0.039051,            0.034585,                   0,              0.7605,             0.61925,             0.69641,             0.41887,            0.041426,            0.016562,                   0,          0.00025847,          0.00025847,          0.00025847
                 229,            0.039067,            0.034342,                   0,             0.76658,             0.61587,             0.69572,             0.41806,            0.041412,            0.016583,                   0,           0.0002552,           0.0002552,           0.0002552
                 230,            0.038739,            0.033583,                   0,             0.75065,             0.62777,             0.69659,             0.41664,            0.041476,            0.016595,                   0,          0.00025193,          0.00025193,          0.00025193
                 231,            0.038271,            0.033473,                   0,             0.74014,             0.63522,              0.6948,             0.41768,            0.041447,            0.016605,                   0,          0.00024867,          0.00024867,          0.00024867
                 232,            0.038578,            0.033547,                   0,             0.75386,             0.62122,             0.69422,             0.41697,            0.041555,            0.016609,                   0,           0.0002454,           0.0002454,           0.0002454
                 233,            0.038708,            0.033758,                   0,             0.73996,             0.63277,             0.69337,             0.41641,            0.041536,            0.016658,                   0,          0.00024213,          0.00024213,          0.00024213
                 234,            0.039112,            0.033887,                   0,              0.7668,             0.61414,             0.69424,              0.4182,            0.041454,            0.016621,                   0,          0.00023887,          0.00023887,          0.00023887
                 235,            0.038951,            0.033916,                   0,             0.75029,             0.62405,             0.69347,             0.41658,             0.04146,            0.016617,                   0,           0.0002356,           0.0002356,           0.0002356
                 236,            0.038557,             0.03483,                   0,               0.749,             0.62441,             0.69524,               0.418,            0.041554,             0.01656,                   0,          0.00023233,          0.00023233,          0.00023233
                 237,             0.03892,             0.03432,                   0,             0.77656,             0.60608,             0.69434,             0.41788,            0.041529,            0.016565,                   0,          0.00022907,          0.00022907,          0.00022907
                 238,            0.038699,            0.033755,                   0,             0.72807,             0.63859,             0.69291,              0.4155,            0.041577,            0.016609,                   0,           0.0002258,           0.0002258,           0.0002258
                 239,            0.038425,            0.032803,                   0,             0.76344,             0.62056,             0.69485,             0.41613,            0.041569,             0.01662,                   0,          0.00022253,          0.00022253,          0.00022253
                 240,            0.038909,            0.034045,                   0,             0.76777,             0.60923,             0.69411,             0.41673,            0.041544,            0.016638,                   0,          0.00021927,          0.00021927,          0.00021927
                 241,            0.038802,            0.033506,                   0,             0.75532,             0.62136,             0.69464,              0.4186,            0.041493,            0.016638,                   0,            0.000216,            0.000216,            0.000216
                 242,             0.03831,            0.033138,                   0,             0.75182,             0.62353,              0.6941,             0.41659,            0.041574,            0.016596,                   0,          0.00021273,          0.00021273,          0.00021273
                 243,            0.038238,            0.033333,                   0,             0.75276,              0.6245,             0.69513,             0.41771,            0.041521,            0.016634,                   0,          0.00020947,          0.00020947,          0.00020947
                 244,            0.039652,            0.034453,                   0,             0.76532,             0.61105,             0.69152,             0.41509,            0.041538,            0.016701,                   0,           0.0002062,           0.0002062,           0.0002062
                 245,             0.03846,            0.034193,                   0,             0.77126,             0.61039,             0.69324,              0.4168,            0.041532,            0.016652,                   0,          0.00020293,          0.00020293,          0.00020293
                 246,            0.038055,            0.033472,                   0,             0.75629,             0.62286,             0.69672,             0.41643,             0.04145,            0.016582,                   0,          0.00019967,          0.00019967,          0.00019967
                 247,            0.037712,            0.033102,                   0,              0.7627,             0.61987,             0.69699,             0.41819,            0.041462,            0.016581,                   0,           0.0001964,           0.0001964,           0.0001964
                 248,            0.038305,            0.033541,                   0,             0.77156,              0.6151,             0.69602,             0.41727,            0.041502,            0.016625,                   0,          0.00019313,          0.00019313,          0.00019313
                 249,            0.038377,            0.033033,                   0,             0.75701,             0.61774,             0.69592,             0.41807,            0.041457,            0.016664,                   0,          0.00018987,          0.00018987,          0.00018987
                 250,            0.038577,            0.033884,                   0,             0.75278,             0.62427,             0.69551,             0.41721,            0.041419,            0.016662,                   0,           0.0001866,           0.0001866,           0.0001866
                 251,            0.038393,            0.033059,                   0,             0.74958,             0.62659,             0.69326,             0.41739,            0.041511,            0.016696,                   0,          0.00018333,          0.00018333,          0.00018333
                 252,            0.038319,            0.033743,                   0,             0.74348,             0.62713,             0.69369,             0.41789,            0.041347,            0.016671,                   0,          0.00018007,          0.00018007,          0.00018007
                 253,            0.038494,            0.033673,                   0,             0.75181,             0.62378,             0.69431,             0.41741,            0.041443,            0.016676,                   0,           0.0001768,           0.0001768,           0.0001768
                 254,            0.038361,            0.034197,                   0,             0.75679,             0.62041,             0.69409,             0.41632,            0.041474,            0.016702,                   0,          0.00017353,          0.00017353,          0.00017353
                 255,            0.038425,            0.034041,                   0,             0.75447,             0.62168,             0.69352,             0.41606,            0.041507,            0.016643,                   0,          0.00017027,          0.00017027,          0.00017027
                 256,            0.037933,            0.033156,                   0,             0.75747,             0.62214,             0.69551,             0.41616,            0.041425,             0.01669,                   0,            0.000167,            0.000167,            0.000167
                 257,            0.038321,            0.034197,                   0,             0.75041,             0.62624,             0.69444,              0.4175,            0.041517,            0.016661,                   0,          0.00016373,          0.00016373,          0.00016373
                 258,            0.038166,            0.033566,                   0,             0.76694,             0.61693,              0.6954,             0.41696,            0.041459,            0.016681,                   0,          0.00016047,          0.00016047,          0.00016047
                 259,            0.038241,            0.033123,                   0,             0.75111,             0.62495,             0.69396,             0.41764,            0.041488,             0.01664,                   0,           0.0001572,           0.0001572,           0.0001572
                 260,            0.037984,            0.033757,                   0,             0.75498,             0.62248,             0.69261,             0.41655,            0.041499,            0.016636,                   0,          0.00015393,          0.00015393,          0.00015393
                 261,            0.038006,            0.034202,                   0,             0.75324,             0.62395,             0.69205,             0.41594,            0.041549,            0.016679,                   0,          0.00015067,          0.00015067,          0.00015067
                 262,            0.038114,            0.032874,                   0,             0.76287,             0.61659,             0.69424,              0.4177,             0.04154,            0.016646,                   0,           0.0001474,           0.0001474,           0.0001474
                 263,            0.037185,            0.032805,                   0,               0.771,              0.6056,             0.69215,             0.41716,            0.041542,            0.016638,                   0,          0.00014413,          0.00014413,          0.00014413
                 264,            0.037575,            0.033472,                   0,              0.7367,             0.63513,             0.69265,             0.41638,            0.041574,            0.016681,                   0,          0.00014087,          0.00014087,          0.00014087
                 265,            0.037911,            0.034094,                   0,             0.76078,             0.61968,             0.69434,             0.41722,            0.041611,            0.016621,                   0,           0.0001376,           0.0001376,           0.0001376
                 266,            0.038346,            0.034467,                   0,             0.77169,             0.61369,             0.69333,             0.41775,            0.041568,             0.01664,                   0,          0.00013433,          0.00013433,          0.00013433
                 267,            0.037934,            0.034413,                   0,             0.76125,              0.6145,             0.69275,             0.41687,            0.041561,            0.016666,                   0,          0.00013107,          0.00013107,          0.00013107
                 268,            0.038088,            0.033891,                   0,              0.7609,             0.61772,             0.69369,              0.4165,            0.041511,            0.016674,                   0,           0.0001278,           0.0001278,           0.0001278
                 269,            0.037865,            0.033194,                   0,             0.75928,               0.618,             0.69318,             0.41723,            0.041557,            0.016656,                   0,          0.00012453,          0.00012453,          0.00012453
                 270,            0.037931,            0.032709,                   0,             0.76076,             0.61387,             0.69276,             0.41744,            0.041505,            0.016629,                   0,          0.00012127,          0.00012127,          0.00012127
                 271,            0.038473,            0.034822,                   0,             0.76759,             0.61496,             0.69325,             0.41677,            0.041554,            0.016634,                   0,            0.000118,            0.000118,            0.000118
                 272,             0.03781,            0.033572,                   0,             0.75492,             0.62086,             0.69188,             0.41518,            0.041506,            0.016685,                   0,          0.00011473,          0.00011473,          0.00011473
                 273,            0.038018,            0.033246,                   0,             0.75395,             0.62237,             0.69175,             0.41651,            0.041445,            0.016709,                   0,          0.00011147,          0.00011147,          0.00011147
                 274,            0.037356,            0.032804,                   0,             0.75081,              0.6199,             0.69186,             0.41545,             0.04151,            0.016708,                   0,           0.0001082,           0.0001082,           0.0001082
                 275,            0.037541,            0.033555,                   0,             0.76705,             0.61523,             0.69358,             0.41537,            0.041461,             0.01674,                   0,          0.00010493,          0.00010493,          0.00010493
                 276,            0.037801,            0.032915,                   0,             0.74322,             0.62575,             0.69302,             0.41677,            0.041414,            0.016702,                   0,          0.00010167,          0.00010167,          0.00010167
                 277,            0.037897,            0.032503,                   0,             0.75334,             0.62364,             0.69348,             0.41688,            0.041413,            0.016699,                   0,            9.84e-05,            9.84e-05,            9.84e-05
                 278,            0.038251,            0.032912,                   0,             0.76019,             0.61496,              0.6916,              0.4171,            0.041435,            0.016727,                   0,          9.5133e-05,          9.5133e-05,          9.5133e-05
                 279,            0.038117,            0.032319,                   0,             0.77397,             0.60714,             0.69253,             0.41671,            0.041436,            0.016713,                   0,          9.1867e-05,          9.1867e-05,          9.1867e-05
                 280,             0.03828,            0.033172,                   0,             0.76905,             0.61323,             0.69377,             0.41799,            0.041413,            0.016708,                   0,            8.86e-05,            8.86e-05,            8.86e-05
                 281,             0.03838,            0.033864,                   0,             0.75642,              0.6205,             0.69275,             0.41738,            0.041372,             0.01673,                   0,          8.5333e-05,          8.5333e-05,          8.5333e-05
                 282,            0.038241,            0.033647,                   0,             0.77292,             0.60965,             0.69078,              0.4163,            0.041507,            0.016837,                   0,          8.2067e-05,          8.2067e-05,          8.2067e-05
                 283,            0.037779,              0.0335,                   0,             0.75656,             0.61765,             0.68988,             0.41478,            0.041503,            0.016849,                   0,            7.88e-05,            7.88e-05,            7.88e-05
                 284,            0.037581,            0.032431,                   0,              0.7733,             0.60509,             0.69037,             0.41609,            0.041507,            0.016805,                   0,          7.5533e-05,          7.5533e-05,          7.5533e-05
                 285,            0.038061,            0.033644,                   0,             0.74581,             0.62859,              0.6941,             0.41697,            0.041553,            0.016768,                   0,          7.2267e-05,          7.2267e-05,          7.2267e-05
                 286,            0.037408,            0.032779,                   0,             0.77785,              0.6046,             0.69226,             0.41585,            0.041563,            0.016768,                   0,             6.9e-05,             6.9e-05,             6.9e-05
                 287,            0.037648,            0.032457,                   0,             0.75792,             0.62132,             0.69161,              0.4155,            0.041597,            0.016789,                   0,          6.5733e-05,          6.5733e-05,          6.5733e-05
                 288,            0.037346,            0.032622,                   0,             0.77566,              0.6064,             0.68968,             0.41636,            0.041476,            0.016817,                   0,          6.2467e-05,          6.2467e-05,          6.2467e-05
                 289,             0.03787,            0.033023,                   0,             0.74594,             0.62768,             0.69288,             0.41734,            0.041566,            0.016759,                   0,            5.92e-05,            5.92e-05,            5.92e-05
                 290,            0.037656,            0.033415,                   0,             0.75271,             0.62238,             0.69113,             0.41661,            0.041573,            0.016828,                   0,          5.5933e-05,          5.5933e-05,          5.5933e-05
                 291,            0.037444,            0.032653,                   0,             0.76483,             0.61487,             0.69139,             0.41746,             0.04153,            0.016744,                   0,          5.2667e-05,          5.2667e-05,          5.2667e-05
                 292,            0.037869,            0.032249,                   0,             0.75874,              0.6239,             0.69383,             0.41814,            0.041528,            0.016763,                   0,            4.94e-05,            4.94e-05,            4.94e-05
                 293,            0.037387,            0.032889,                   0,             0.75824,             0.62205,             0.69323,             0.41771,            0.041583,            0.016768,                   0,          4.6133e-05,          4.6133e-05,          4.6133e-05
                 294,             0.03756,            0.032854,                   0,             0.76361,             0.61896,             0.69229,             0.41748,            0.041566,            0.016761,                   0,          4.2867e-05,          4.2867e-05,          4.2867e-05
                 295,            0.036702,            0.032534,                   0,             0.74741,             0.62832,             0.69439,             0.41657,            0.041594,            0.016757,                   0,            3.96e-05,            3.96e-05,            3.96e-05
                 296,            0.037444,            0.031794,                   0,             0.75055,             0.62532,              0.6908,             0.41636,            0.041608,             0.01674,                   0,          3.6333e-05,          3.6333e-05,          3.6333e-05
                 297,            0.037236,            0.033396,                   0,             0.75499,             0.62323,             0.69156,             0.41634,            0.041594,            0.016789,                   0,          3.3067e-05,          3.3067e-05,          3.3067e-05
                 298,             0.03783,            0.033116,                   0,             0.76907,              0.6136,             0.69249,              0.4179,            0.041639,            0.016743,                   0,            2.98e-05,            2.98e-05,            2.98e-05
                 299,            0.037201,            0.033249,                   0,             0.76061,             0.62021,             0.69392,             0.41675,            0.041625,            0.016725,                   0,          2.6533e-05,          2.6533e-05,          2.6533e-05
