               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.045403,            0.039446,                   0,             0.73101,             0.56951,             0.65163,             0.36046,            0.044498,            0.017397,                   0,          0.00094773,          0.00094773,          0.00094773
                  18,            0.044929,            0.040664,                   0,             0.74723,             0.56579,             0.65138,             0.35662,            0.044503,            0.017147,                   0,          0.00094447,          0.00094447,          0.00094447
                  19,            0.045343,             0.04116,                   0,             0.73177,             0.57294,             0.64884,             0.35801,            0.044556,            0.017365,                   0,           0.0009412,           0.0009412,           0.0009412
                  20,            0.045598,            0.040327,                   0,             0.76288,             0.56252,             0.65277,             0.36025,             0.04477,            0.017171,                   0,          0.00093793,          0.00093793,          0.00093793
                  21,            0.045115,            0.040809,                   0,              0.7448,             0.57243,             0.65701,             0.36293,            0.044151,            0.017177,                   0,          0.00093467,          0.00093467,          0.00093467
                  22,            0.045121,            0.040687,                   0,             0.72254,              0.5876,             0.65975,              0.3678,            0.044301,            0.016963,                   0,           0.0009314,           0.0009314,           0.0009314
                  23,            0.044488,            0.039923,                   0,             0.71132,             0.59042,             0.65496,              0.3638,            0.043998,            0.017178,                   0,          0.00092813,          0.00092813,          0.00092813
                  24,            0.044902,            0.040813,                   0,              0.7529,             0.57401,             0.66026,             0.36823,             0.04378,            0.017169,                   0,          0.00092487,          0.00092487,          0.00092487
                  25,            0.045073,            0.040621,                   0,              0.7313,             0.59237,             0.66423,             0.37208,             0.04354,            0.016992,                   0,           0.0009216,           0.0009216,           0.0009216
                  26,            0.044879,            0.040707,                   0,             0.72926,             0.58479,             0.65969,             0.36935,            0.043748,            0.017046,                   0,          0.00091833,          0.00091833,          0.00091833
                  27,            0.044793,            0.040272,                   0,             0.76165,               0.584,               0.673,             0.37881,            0.043332,            0.016738,                   0,          0.00091507,          0.00091507,          0.00091507
                  28,            0.045015,            0.041087,                   0,             0.73224,             0.59378,             0.66886,             0.37669,            0.043319,            0.016932,                   0,           0.0009118,           0.0009118,           0.0009118
                  29,            0.044294,            0.040422,                   0,             0.75018,             0.58806,             0.67182,             0.38044,            0.043011,            0.016971,                   0,          0.00090853,          0.00090853,          0.00090853
                  30,            0.044521,            0.040309,                   0,             0.73994,             0.59015,             0.66612,             0.37736,            0.043131,            0.017067,                   0,          0.00090527,          0.00090527,          0.00090527
                  31,            0.044834,            0.039185,                   0,             0.72986,             0.60324,             0.67075,             0.37995,            0.043144,            0.016778,                   0,            0.000902,            0.000902,            0.000902
                  32,             0.04497,            0.039918,                   0,             0.76051,              0.5734,             0.66617,             0.37788,            0.042978,            0.017026,                   0,          0.00089873,          0.00089873,          0.00089873
                  33,             0.04418,            0.039501,                   0,             0.74702,             0.59478,             0.67496,             0.38496,            0.042843,            0.016803,                   0,          0.00089547,          0.00089547,          0.00089547
                  34,            0.044719,            0.038311,                   0,             0.76188,             0.59316,             0.68112,             0.38989,            0.042633,            0.016455,                   0,           0.0008922,           0.0008922,           0.0008922
                  35,            0.044358,            0.040828,                   0,             0.77363,             0.57332,             0.67227,             0.38688,            0.042687,            0.016806,                   0,          0.00088893,          0.00088893,          0.00088893
                  36,            0.044434,            0.039482,                   0,             0.76536,             0.58779,             0.67853,             0.38968,            0.042728,            0.016592,                   0,          0.00088567,          0.00088567,          0.00088567
                  37,            0.044229,            0.039614,                   0,             0.75214,             0.59497,             0.67726,             0.38922,            0.042639,            0.016767,                   0,           0.0008824,           0.0008824,           0.0008824
                  38,            0.044358,            0.040318,                   0,             0.74981,             0.59896,             0.68064,             0.39172,            0.042502,            0.016647,                   0,          0.00087913,          0.00087913,          0.00087913
                  39,            0.044372,            0.040614,                   0,             0.78348,             0.57775,             0.68077,             0.39306,            0.042548,            0.016535,                   0,          0.00087587,          0.00087587,          0.00087587
                  40,            0.044374,            0.039799,                   0,             0.78673,             0.57826,              0.6834,             0.39371,            0.042378,            0.016625,                   0,           0.0008726,           0.0008726,           0.0008726
                  41,            0.043938,            0.039734,                   0,             0.77629,             0.58733,              0.6826,             0.39293,            0.042424,            0.016484,                   0,          0.00086933,          0.00086933,          0.00086933
                  42,            0.043635,            0.039285,                   0,             0.77128,             0.59578,             0.68284,             0.39475,            0.042263,            0.016532,                   0,          0.00086607,          0.00086607,          0.00086607
                  43,            0.043724,            0.040683,                   0,              0.7406,             0.60453,             0.68222,             0.39523,            0.042267,            0.016971,                   0,           0.0008628,           0.0008628,           0.0008628
                  44,            0.043477,            0.039491,                   0,             0.76728,             0.60194,              0.6871,             0.40023,            0.042287,            0.016458,                   0,          0.00085953,          0.00085953,          0.00085953
                  45,            0.044021,            0.039007,                   0,             0.75115,             0.60305,             0.68304,              0.3987,            0.042264,            0.016466,                   0,          0.00085627,          0.00085627,          0.00085627
                  46,            0.044018,            0.039419,                   0,             0.74657,             0.61199,             0.68511,             0.39815,            0.042221,             0.01631,                   0,            0.000853,            0.000853,            0.000853
                  47,             0.04361,            0.038708,                   0,             0.79208,             0.58645,             0.68822,             0.40127,            0.042084,            0.016438,                   0,          0.00084973,          0.00084973,          0.00084973
                  48,            0.043491,            0.039548,                   0,             0.75705,             0.60428,              0.6888,              0.4023,            0.042016,            0.016371,                   0,          0.00084647,          0.00084647,          0.00084647
                  49,            0.044167,            0.040203,                   0,             0.76128,             0.60051,             0.68808,             0.40287,            0.041976,            0.016446,                   0,           0.0008432,           0.0008432,           0.0008432
                  50,            0.044118,            0.038717,                   0,             0.75201,             0.61587,             0.69136,             0.40371,            0.041981,            0.016371,                   0,          0.00083993,          0.00083993,          0.00083993
                  51,            0.043825,            0.039573,                   0,             0.76763,             0.60142,              0.6893,             0.40223,            0.042055,            0.016363,                   0,          0.00083667,          0.00083667,          0.00083667
                  52,            0.043192,            0.038526,                   0,              0.7605,             0.60033,             0.68747,             0.40116,            0.041885,            0.016572,                   0,           0.0008334,           0.0008334,           0.0008334
                  53,            0.043418,            0.039326,                   0,             0.77582,             0.60687,             0.69462,             0.40642,             0.04175,             0.01629,                   0,          0.00083013,          0.00083013,          0.00083013
                  54,            0.043155,            0.037496,                   0,             0.77754,              0.5997,             0.69113,             0.40351,            0.041876,            0.016403,                   0,          0.00082687,          0.00082687,          0.00082687
                  55,            0.043603,            0.038111,                   0,             0.76167,             0.60451,             0.69027,             0.40262,            0.041997,            0.016433,                   0,           0.0008236,           0.0008236,           0.0008236
                  56,            0.043143,            0.039355,                   0,             0.75833,             0.61023,             0.69042,             0.40231,            0.041909,            0.016485,                   0,          0.00082033,          0.00082033,          0.00082033
                  57,            0.043392,            0.038681,                   0,             0.76418,             0.60778,             0.69223,             0.40503,            0.041783,            0.016371,                   0,          0.00081707,          0.00081707,          0.00081707
                  58,            0.043406,            0.037459,                   0,             0.74163,             0.61887,             0.69278,             0.40442,             0.04179,            0.016567,                   0,           0.0008138,           0.0008138,           0.0008138
                  59,            0.042594,            0.039138,                   0,             0.74877,             0.61941,             0.69233,             0.40534,            0.041733,            0.016592,                   0,          0.00081053,          0.00081053,          0.00081053
                  60,            0.043965,            0.040113,                   0,             0.74942,             0.61668,             0.69122,             0.40764,            0.041549,            0.016463,                   0,          0.00080727,          0.00080727,          0.00080727
                  61,            0.042647,            0.037214,                   0,             0.76951,             0.60523,              0.6914,             0.40506,            0.041605,            0.016479,                   0,            0.000804,            0.000804,            0.000804
                  62,            0.043086,            0.038657,                   0,             0.75137,             0.61463,             0.69011,             0.40675,            0.041553,            0.016608,                   0,          0.00080073,          0.00080073,          0.00080073
                  63,            0.042814,            0.038174,                   0,             0.76459,             0.60414,             0.69128,             0.40677,            0.041568,            0.016482,                   0,          0.00079747,          0.00079747,          0.00079747
                  64,            0.042718,            0.038584,                   0,             0.75461,             0.61523,             0.69464,             0.40954,            0.041465,            0.016457,                   0,           0.0007942,           0.0007942,           0.0007942
                  65,            0.043063,            0.038523,                   0,             0.77143,             0.60452,             0.69338,             0.40846,            0.041467,            0.016449,                   0,          0.00079093,          0.00079093,          0.00079093
                  66,            0.042973,            0.039112,                   0,             0.76612,             0.60751,             0.69489,             0.40892,            0.041441,            0.016432,                   0,          0.00078767,          0.00078767,          0.00078767
                  67,            0.042851,            0.038878,                   0,             0.75729,             0.61269,             0.69424,             0.41096,            0.041346,            0.016444,                   0,           0.0007844,           0.0007844,           0.0007844
                  68,            0.042721,            0.037626,                   0,             0.74492,             0.61836,             0.69207,              0.4071,            0.041413,            0.016546,                   0,          0.00078113,          0.00078113,          0.00078113
                  69,            0.043112,            0.038243,                   0,             0.74048,              0.6218,             0.69226,             0.40767,            0.041425,            0.016622,                   0,          0.00077787,          0.00077787,          0.00077787
                  70,             0.04208,            0.037473,                   0,             0.75937,             0.61051,             0.69324,             0.40801,            0.041398,            0.016428,                   0,           0.0007746,           0.0007746,           0.0007746
                  71,            0.042557,            0.038675,                   0,             0.76143,             0.61123,             0.69531,             0.41059,            0.041372,            0.016433,                   0,          0.00077133,          0.00077133,          0.00077133
                  72,            0.042469,            0.037274,                   0,               0.743,             0.62841,             0.69751,             0.41256,            0.041379,            0.016319,                   0,          0.00076807,          0.00076807,          0.00076807
                  73,            0.042708,             0.03825,                   0,             0.75941,             0.61559,             0.69718,             0.41076,            0.041409,            0.016376,                   0,           0.0007648,           0.0007648,           0.0007648
                  74,            0.042907,             0.03799,                   0,             0.76894,             0.61123,             0.69691,             0.41046,            0.041417,            0.016399,                   0,          0.00076153,          0.00076153,          0.00076153
                  75,            0.042818,            0.037733,                   0,              0.7494,             0.61541,             0.69319,              0.4108,            0.041294,            0.016581,                   0,          0.00075827,          0.00075827,          0.00075827
                  76,            0.042464,            0.037833,                   0,             0.76279,             0.60607,             0.69043,             0.40798,            0.041392,            0.016735,                   0,            0.000755,            0.000755,            0.000755
                  77,             0.04205,            0.036699,                   0,             0.76052,             0.60932,             0.69343,             0.41035,            0.041379,            0.016601,                   0,          0.00075173,          0.00075173,          0.00075173
                  78,             0.04257,            0.038064,                   0,             0.77575,             0.59597,             0.69051,               0.409,            0.041409,            0.016689,                   0,          0.00074847,          0.00074847,          0.00074847
                  79,            0.043013,            0.038888,                   0,             0.74945,             0.61414,             0.69161,             0.40877,            0.041464,            0.016734,                   0,           0.0007452,           0.0007452,           0.0007452
                  80,            0.042598,             0.03802,                   0,             0.74363,             0.61575,             0.69002,             0.41037,            0.041409,            0.016625,                   0,          0.00074193,          0.00074193,          0.00074193
                  81,            0.043166,            0.037662,                   0,             0.75589,               0.614,             0.69427,             0.41125,            0.041324,              0.0165,                   0,          0.00073867,          0.00073867,          0.00073867
                  82,            0.042548,            0.037296,                   0,             0.75193,             0.61941,             0.69502,             0.41288,            0.041331,            0.016373,                   0,           0.0007354,           0.0007354,           0.0007354
                  83,            0.042017,            0.036601,                   0,             0.76561,             0.61096,             0.69549,             0.41357,            0.041299,            0.016342,                   0,          0.00073213,          0.00073213,          0.00073213
                  84,            0.042336,            0.037697,                   0,             0.76133,             0.61614,             0.70042,             0.41514,            0.041396,            0.016214,                   0,          0.00072887,          0.00072887,          0.00072887
                  85,             0.04219,             0.03729,                   0,             0.75124,             0.62629,             0.69999,              0.4141,            0.041324,            0.016253,                   0,           0.0007256,           0.0007256,           0.0007256
                  86,            0.042601,            0.036959,                   0,             0.75073,             0.62595,             0.69995,             0.41547,            0.041258,            0.016243,                   0,          0.00072233,          0.00072233,          0.00072233
                  87,            0.042023,            0.037183,                   0,             0.75063,             0.62096,              0.6997,             0.41571,            0.041244,            0.016227,                   0,          0.00071907,          0.00071907,          0.00071907
                  88,            0.042858,             0.03914,                   0,             0.76078,             0.61618,             0.69721,             0.41374,            0.041363,            0.016293,                   0,           0.0007158,           0.0007158,           0.0007158
                  89,            0.042639,             0.03763,                   0,             0.74623,             0.62859,             0.69668,             0.41328,            0.041446,            0.016367,                   0,          0.00071253,          0.00071253,          0.00071253
                  90,            0.041857,            0.037986,                   0,             0.76361,             0.61387,             0.69715,              0.4133,            0.041387,            0.016364,                   0,          0.00070927,          0.00070927,          0.00070927
                  91,            0.041716,             0.03636,                   0,             0.75042,             0.61778,             0.69542,              0.4124,            0.041423,            0.016421,                   0,            0.000706,            0.000706,            0.000706
                  92,            0.042454,            0.038587,                   0,             0.77242,             0.60238,             0.69316,             0.41237,            0.041393,             0.01649,                   0,          0.00070273,          0.00070273,          0.00070273
                  93,            0.042417,            0.037215,                   0,             0.75338,             0.62005,             0.69607,             0.41229,            0.041364,            0.016399,                   0,          0.00069947,          0.00069947,          0.00069947
                  94,            0.041671,            0.037644,                   0,             0.76349,             0.61232,             0.69557,              0.4126,            0.041356,            0.016408,                   0,           0.0006962,           0.0006962,           0.0006962
                  95,            0.041594,            0.037618,                   0,             0.74262,             0.62798,              0.6956,             0.41342,            0.041434,            0.016392,                   0,          0.00069293,          0.00069293,          0.00069293
                  96,             0.04157,            0.037516,                   0,              0.7425,             0.61867,             0.69274,             0.41244,            0.041378,            0.016456,                   0,          0.00068967,          0.00068967,          0.00068967
                  97,             0.04251,            0.038676,                   0,              0.7553,             0.61149,             0.69262,             0.41268,            0.041402,            0.016512,                   0,           0.0006864,           0.0006864,           0.0006864
                  98,            0.041869,            0.037701,                   0,             0.75794,             0.61469,             0.69422,             0.41399,            0.041339,             0.01641,                   0,          0.00068313,          0.00068313,          0.00068313
                  99,            0.041755,            0.036914,                   0,             0.76311,              0.6054,             0.69309,             0.41134,            0.041412,            0.016535,                   0,          0.00067987,          0.00067987,          0.00067987
                 100,            0.041969,            0.037196,                   0,             0.75496,             0.61177,             0.69252,             0.41144,            0.041434,            0.016469,                   0,           0.0006766,           0.0006766,           0.0006766
                 101,            0.042008,            0.036491,                   0,              0.7414,             0.62268,             0.69394,             0.41314,            0.041432,            0.016539,                   0,          0.00067333,          0.00067333,          0.00067333
                 102,            0.041726,             0.03628,                   0,             0.76591,             0.60442,              0.6922,             0.41093,            0.041394,            0.016571,                   0,          0.00067007,          0.00067007,          0.00067007
                 103,            0.042058,            0.037514,                   0,             0.75415,             0.61159,             0.69172,             0.41144,            0.041323,            0.016624,                   0,           0.0006668,           0.0006668,           0.0006668
                 104,            0.041487,            0.036355,                   0,              0.7516,              0.6135,             0.69331,              0.4132,            0.041265,            0.016632,                   0,          0.00066353,          0.00066353,          0.00066353
                 105,            0.041661,            0.036112,                   0,             0.76055,             0.60614,             0.69207,             0.41125,            0.041359,            0.016693,                   0,          0.00066027,          0.00066027,          0.00066027
                 106,            0.041475,            0.037278,                   0,              0.7515,             0.60978,             0.68927,             0.41098,            0.041366,            0.016815,                   0,            0.000657,            0.000657,            0.000657
                 107,            0.041411,            0.036675,                   0,             0.75547,             0.60757,             0.69044,             0.41061,            0.041334,             0.01678,                   0,          0.00065373,          0.00065373,          0.00065373
                 108,            0.041278,            0.036475,                   0,              0.7307,              0.6275,             0.69212,             0.41073,            0.041365,             0.01686,                   0,          0.00065047,          0.00065047,          0.00065047
                 109,            0.041251,            0.037277,                   0,             0.74939,             0.61279,             0.69032,             0.41034,            0.041388,            0.016816,                   0,           0.0006472,           0.0006472,           0.0006472
                 110,            0.041427,            0.036043,                   0,             0.76331,             0.60732,             0.69349,             0.41107,            0.041344,            0.016791,                   0,          0.00064393,          0.00064393,          0.00064393
                 111,            0.041656,            0.037644,                   0,             0.74891,             0.61641,             0.69194,              0.4115,            0.041397,            0.016721,                   0,          0.00064067,          0.00064067,          0.00064067
                 112,            0.041481,            0.037145,                   0,             0.74431,             0.62326,              0.6944,             0.41248,            0.041344,             0.01669,                   0,           0.0006374,           0.0006374,           0.0006374
                 113,            0.041531,            0.037851,                   0,             0.75965,             0.61266,             0.69381,             0.41136,            0.041308,            0.016776,                   0,          0.00063413,          0.00063413,          0.00063413
                 114,            0.041971,            0.037029,                   0,             0.74927,             0.61532,             0.69192,             0.41144,            0.041356,            0.016808,                   0,          0.00063087,          0.00063087,          0.00063087
                 115,            0.041542,            0.036737,                   0,             0.73529,             0.62298,             0.69064,             0.41082,            0.041285,            0.016897,                   0,           0.0006276,           0.0006276,           0.0006276
                 116,            0.041225,            0.038028,                   0,             0.74954,             0.61278,             0.69224,             0.41266,            0.041216,            0.016808,                   0,          0.00062433,          0.00062433,          0.00062433
                 117,             0.04168,            0.036483,                   0,             0.75618,              0.6155,             0.69384,             0.41178,            0.041258,            0.016762,                   0,          0.00062107,          0.00062107,          0.00062107
                 118,            0.041385,            0.036417,                   0,             0.74358,             0.61968,             0.69449,             0.41346,            0.041203,             0.01672,                   0,           0.0006178,           0.0006178,           0.0006178
                 119,            0.041404,            0.037365,                   0,             0.73828,             0.62759,             0.69535,             0.41271,            0.041199,            0.016744,                   0,          0.00061453,          0.00061453,          0.00061453
                 120,            0.041653,            0.037653,                   0,             0.73339,             0.62714,             0.69414,              0.4113,            0.041291,            0.016723,                   0,          0.00061127,          0.00061127,          0.00061127
                 121,            0.041126,            0.036745,                   0,             0.74497,             0.62423,             0.69372,             0.41291,            0.041263,            0.016676,                   0,            0.000608,            0.000608,            0.000608
                 122,            0.041092,             0.03673,                   0,             0.76267,              0.6115,             0.69416,             0.41355,            0.041269,            0.016628,                   0,          0.00060473,          0.00060473,          0.00060473
                 123,            0.041808,            0.037486,                   0,             0.76043,             0.61223,             0.69511,             0.41338,            0.041271,            0.016659,                   0,          0.00060147,          0.00060147,          0.00060147
                 124,            0.041119,            0.036653,                   0,             0.75551,             0.60995,             0.69505,             0.41251,             0.04123,            0.016637,                   0,           0.0005982,           0.0005982,           0.0005982
                 125,            0.041024,            0.037027,                   0,             0.75024,             0.62141,             0.69538,             0.41392,             0.04124,            0.016613,                   0,          0.00059493,          0.00059493,          0.00059493
                 126,            0.041364,            0.037052,                   0,             0.74389,             0.62686,             0.69531,             0.41306,            0.041236,             0.01657,                   0,          0.00059167,          0.00059167,          0.00059167
                 127,              0.0415,            0.037717,                   0,             0.75381,             0.61459,              0.6951,             0.41378,            0.041227,            0.016543,                   0,           0.0005884,           0.0005884,           0.0005884
                 128,            0.040958,            0.038438,                   0,               0.757,             0.61912,             0.69665,             0.41372,            0.041193,            0.016573,                   0,          0.00058513,          0.00058513,          0.00058513
                 129,            0.041279,            0.037239,                   0,             0.74511,              0.6264,             0.69602,             0.41364,            0.041272,             0.01653,                   0,          0.00058187,          0.00058187,          0.00058187
                 130,            0.041205,            0.037009,                   0,             0.74306,             0.62695,             0.69645,             0.41441,            0.041288,            0.016492,                   0,           0.0005786,           0.0005786,           0.0005786
                 131,            0.041414,             0.03721,                   0,             0.76516,             0.61241,             0.69643,             0.41491,            0.041192,            0.016582,                   0,          0.00057533,          0.00057533,          0.00057533
                 132,            0.041668,            0.037452,                   0,             0.74225,             0.62877,             0.69612,             0.41465,            0.041221,            0.016562,                   0,          0.00057207,          0.00057207,          0.00057207
                 133,            0.040857,            0.036877,                   0,             0.73722,             0.63125,             0.69578,             0.41531,            0.041193,            0.016576,                   0,           0.0005688,           0.0005688,           0.0005688
                 134,            0.041022,            0.036481,                   0,             0.75213,             0.61523,             0.69385,             0.41409,            0.041142,            0.016685,                   0,          0.00056553,          0.00056553,          0.00056553
                 135,            0.041506,            0.037219,                   0,             0.74837,             0.62381,             0.69582,             0.41629,            0.041084,            0.016608,                   0,          0.00056227,          0.00056227,          0.00056227
                 136,            0.040685,            0.036221,                   0,             0.75603,             0.61841,             0.69584,             0.41533,            0.041046,            0.016611,                   0,            0.000559,            0.000559,            0.000559
                 137,            0.040902,            0.036821,                   0,             0.74582,              0.6265,             0.69574,             0.41646,            0.040994,            0.016669,                   0,          0.00055573,          0.00055573,          0.00055573
                 138,            0.040864,            0.036069,                   0,             0.74564,              0.6165,             0.69215,             0.41523,            0.041026,            0.016827,                   0,          0.00055247,          0.00055247,          0.00055247
                 139,            0.040953,            0.035857,                   0,             0.75806,             0.61623,             0.69372,             0.41516,            0.041103,            0.016808,                   0,           0.0005492,           0.0005492,           0.0005492
                 140,            0.040906,            0.035531,                   0,             0.75353,             0.61714,              0.6944,             0.41468,            0.041008,            0.016719,                   0,          0.00054593,          0.00054593,          0.00054593
                 141,            0.040728,            0.036692,                   0,             0.73376,             0.62913,             0.69123,             0.41486,            0.041049,            0.016694,                   0,          0.00054267,          0.00054267,          0.00054267
                 142,            0.040753,            0.036563,                   0,             0.73849,               0.629,             0.69516,             0.41644,            0.041003,            0.016605,                   0,           0.0005394,           0.0005394,           0.0005394
                 143,            0.040919,            0.037183,                   0,             0.75749,             0.61587,              0.6951,             0.41629,            0.041006,            0.016643,                   0,          0.00053613,          0.00053613,          0.00053613
                 144,            0.040904,            0.036538,                   0,             0.76247,             0.61524,             0.69524,             0.41567,            0.040998,            0.016711,                   0,          0.00053287,          0.00053287,          0.00053287
                 145,            0.040951,            0.036221,                   0,             0.76663,              0.6165,             0.69796,             0.41628,            0.041043,            0.016615,                   0,           0.0005296,           0.0005296,           0.0005296
                 146,            0.040683,            0.035812,                   0,             0.74647,              0.6245,             0.69613,             0.41686,            0.041083,            0.016653,                   0,          0.00052633,          0.00052633,          0.00052633
                 147,            0.040388,            0.036121,                   0,             0.75665,             0.61654,             0.69577,             0.41724,            0.041018,            0.016596,                   0,          0.00052307,          0.00052307,          0.00052307
                 148,            0.041029,            0.036683,                   0,              0.7545,              0.6139,             0.69436,             0.41511,            0.041108,            0.016754,                   0,           0.0005198,           0.0005198,           0.0005198
                 149,            0.040291,            0.036039,                   0,             0.75214,             0.62019,             0.69266,             0.41482,            0.041049,            0.016817,                   0,          0.00051653,          0.00051653,          0.00051653
                 150,            0.040776,             0.03525,                   0,             0.75713,             0.61541,              0.6934,             0.41443,            0.041093,            0.016802,                   0,          0.00051327,          0.00051327,          0.00051327
                 151,            0.040847,            0.036405,                   0,             0.74584,             0.62564,             0.69349,             0.41579,            0.041005,            0.016841,                   0,             0.00051,             0.00051,             0.00051
                 152,            0.040624,            0.036741,                   0,             0.75913,             0.61423,             0.69311,              0.4161,            0.041136,            0.016818,                   0,          0.00050673,          0.00050673,          0.00050673
                 153,            0.040465,            0.035561,                   0,             0.74137,             0.62547,             0.69285,             0.41521,            0.041129,            0.016866,                   0,          0.00050347,          0.00050347,          0.00050347
                 154,            0.040784,            0.036765,                   0,             0.76391,             0.60839,             0.69215,             0.41584,             0.04112,            0.016831,                   0,           0.0005002,           0.0005002,           0.0005002
                 155,            0.040631,            0.036822,                   0,             0.75436,              0.6155,              0.6914,             0.41554,            0.041088,            0.016765,                   0,          0.00049693,          0.00049693,          0.00049693
                 156,            0.040706,            0.035965,                   0,              0.7731,             0.60714,             0.69486,             0.41625,            0.041162,            0.016667,                   0,          0.00049367,          0.00049367,          0.00049367
                 157,            0.040153,            0.035906,                   0,             0.74357,             0.62768,             0.69559,              0.4176,            0.041177,            0.016651,                   0,           0.0004904,           0.0004904,           0.0004904
                 158,            0.040392,            0.035766,                   0,             0.76759,             0.60978,             0.69585,             0.41821,            0.041097,            0.016599,                   0,          0.00048713,          0.00048713,          0.00048713
                 159,            0.040448,            0.035786,                   0,             0.76375,              0.6086,             0.69336,             0.41592,            0.041092,            0.016692,                   0,          0.00048387,          0.00048387,          0.00048387
                 160,            0.040353,            0.036249,                   0,             0.74257,             0.62757,             0.69591,             0.41712,            0.041218,            0.016569,                   0,           0.0004806,           0.0004806,           0.0004806
                 161,            0.040278,            0.036565,                   0,             0.75154,             0.62206,             0.69637,             0.41791,            0.041133,            0.016576,                   0,          0.00047733,          0.00047733,          0.00047733
                 162,            0.039941,            0.035929,                   0,              0.7428,             0.62857,             0.69653,             0.41678,            0.041182,            0.016561,                   0,          0.00047407,          0.00047407,          0.00047407
                 163,            0.039795,            0.035328,                   0,             0.77521,             0.60923,             0.69549,             0.41581,            0.041108,             0.01662,                   0,           0.0004708,           0.0004708,           0.0004708
                 164,            0.040495,            0.036001,                   0,             0.78938,             0.60015,             0.69742,             0.41783,             0.04121,            0.016528,                   0,          0.00046753,          0.00046753,          0.00046753
                 165,            0.040161,            0.035555,                   0,             0.74286,             0.62982,             0.69648,             0.41722,            0.041184,            0.016565,                   0,          0.00046427,          0.00046427,          0.00046427
                 166,            0.039875,            0.035633,                   0,             0.77182,             0.60805,             0.69495,             0.41814,            0.041193,            0.016584,                   0,            0.000461,            0.000461,            0.000461
                 167,            0.040122,            0.036205,                   0,             0.77552,             0.61069,             0.69614,             0.41676,            0.041225,            0.016578,                   0,          0.00045773,          0.00045773,          0.00045773
                 168,            0.040514,            0.035576,                   0,             0.77035,             0.61119,             0.69551,             0.41743,            0.041167,            0.016558,                   0,          0.00045447,          0.00045447,          0.00045447
                 169,            0.040447,            0.035537,                   0,             0.76223,             0.61847,             0.69626,             0.41747,            0.041195,            0.016557,                   0,           0.0004512,           0.0004512,           0.0004512
